,start_date,end_date,timeframe,fiscal_period,fiscal_year,cik,sic,tickers,company_name,filing_date,acceptance_datetime,source_filing_url,source_filing_file_url,balance_sheet.accounts_payable.value,balance_sheet.equity_attributable_to_noncontrolling_interest.value,balance_sheet.other_current_assets.value,balance_sheet.liabilities_and_equity.value,balance_sheet.noncurrent_assets.value,balance_sheet.equity_attributable_to_parent.value,balance_sheet.current_assets.value,balance_sheet.inventory.value,balance_sheet.fixed_assets.value,balance_sheet.liabilities.value,balance_sheet.assets.value,balance_sheet.equity.value,balance_sheet.long_term_debt.value,balance_sheet.noncurrent_liabilities.value,balance_sheet.other_noncurrent_assets.value,balance_sheet.other_noncurrent_liabilities.value,balance_sheet.current_liabilities.value,balance_sheet.other_current_liabilities.value,cash_flow_statement.net_cash_flow_from_investing_activities_continuing.value,cash_flow_statement.net_cash_flow_continuing.value,cash_flow_statement.net_cash_flow_from_operating_activities_continuing.value,cash_flow_statement.net_cash_flow_from_financing_activities_continuing.value,cash_flow_statement.net_cash_flow_from_operating_activities.value,cash_flow_statement.net_cash_flow_from_financing_activities.value,cash_flow_statement.net_cash_flow_from_investing_activities.value,cash_flow_statement.net_cash_flow.value,income_statement.benefits_costs_expenses.value,income_statement.net_income_loss_attributable_to_parent.value,income_statement.participating_securities_distributed_and_undistributed_earnings_loss_basic.value,income_statement.operating_expenses.value,income_statement.diluted_earnings_per_share.value,income_statement.income_loss_from_continuing_operations_after_tax.value,income_statement.operating_income_loss.value,income_statement.net_income_loss_available_to_common_stockholders_basic.value,income_statement.research_and_development.value,income_statement.costs_and_expenses.value,income_statement.basic_average_shares.value,income_statement.gross_profit.value,income_statement.preferred_stock_dividends_and_other_adjustments.value,income_statement.diluted_average_shares.value,income_statement.net_income_loss.value,income_statement.cost_of_revenue.value,income_statement.nonoperating_income_loss.value,income_statement.net_income_loss_attributable_to_noncontrolling_interest.value,income_statement.income_loss_from_continuing_operations_before_tax.value,income_statement.income_tax_expense_benefit.value,income_statement.basic_earnings_per_share.value,income_statement.selling_general_and_administrative_expenses.value,income_statement.revenues.value,income_statement.interest_expense_operating.value,income_statement.income_tax_expense_benefit_deferred.value,balance_sheet.intangible_assets.value,income_statement.depreciation_and_amortization.value,balance_sheet.wages.value,income_statement.income_loss_before_equity_method_investments.value,balance_sheet.commitments_and_contingencies.value
22,2019-12-29,2020-03-28,quarterly,Q2,2020,0000320193,3571,['AAPL'],Apple Inc.,2020-05-01,,https://api.polygon.io/v1/reference/sec/filings/0000320193-20-000052,http://api.polygon.io/v1/reference/sec/filings/0000320193-20-000052/files/a10-qq220203282020_htm.xml,32421000000.0,0,140419000000.0,320400000000.0,176647000000.0,78425000000.0,143753000000.0,3334000000.0,35889000000.0,241975000000.0,320400000000.0,78425000000.0,,145881000000.0,140758000000.0,,96094000000.0,63673000000.0,9013000000.0,1384000000.0,13311000000.0,-20940000000.0,13311000000.0,-20940000000.0,9013000000.0,1384000000.0,0.0,11249000000.0,0,9517000000.0,0.64,11249000000.0,12853000000.0,11249000000.0,4565000000.0,0.0,4360101000.0,22370000000.0,0,4404691000.0,11249000000.0,35943000000.0,282000000.0,0,13135000000.0,1886000000.0,0.64,4952000000.0,58313000000.0,757000000.0,-302000000.0,,,,,
23,2019-09-29,2019-12-28,quarterly,Q1,2020,0000320193,3571,['AAPL'],Apple Inc.,2020-01-29,,https://api.polygon.io/v1/reference/sec/filings/0000320193-20-000010,http://api.polygon.io/v1/reference/sec/filings/0000320193-20-000010/files/a10-qq1202012282019_htm.xml,45111000000.0,0,159134000000.0,340618000000.0,177387000000.0,89531000000.0,163231000000.0,4097000000.0,37031000000.0,251087000000.0,340618000000.0,89531000000.0,,148926000000.0,140356000000.0,,102161000000.0,57050000000.0,-13668000000.0,-8559000000.0,30516000000.0,-25407000000.0,30516000000.0,-25407000000.0,-13668000000.0,-8559000000.0,0.0,22236000000.0,0,9648000000.0,1.25,22236000000.0,25569000000.0,22236000000.0,4451000000.0,0.0,4415040000.0,35217000000.0,0,4454604000.0,22236000000.0,56602000000.0,349000000.0,0,25918000000.0,3682000000.0,1.26,5197000000.0,91819000000.0,785000000.0,-349000000.0,,,,,
24,2019-06-30,2019-09-28,quarterly,Q4,2019,0000320193,3571,['AAPL'],APPLE INC,,,,,46236000000.0,0,158713000000.0,338516000000.0,175697000000.0,90488000000.0,162819000000.0,4106000000.0,37378000000.0,248028000000.0,338516000000.0,90488000000.0,,142310000000.0,138319000000.0,,105718000000.0,59482000000.0,-798000000.0,-1927000000.0,19910000000.0,-21039000000.0,19910000000.0,-21039000000.0,-798000000.0,-1927000000.0,0.0,13686000000.0,0,8688000000.0,3.03,13686000000.0,15625000000.0,13686000000.0,4110000000.0,0.0,-42341000.0,24313000000.0,0,-42846000.0,13686000000.0,39727000000.0,502000000.0,0,64040000000.0,2441000000.0,3.05,4578000000.0,64040000000.0,810000000.0,-302000000.0,,,,,
25,2018-09-30,2019-09-28,annual,FY,2019,0000320193,3571,['AAPL'],Apple Inc.,2019-10-31,,https://api.polygon.io/v1/reference/sec/filings/0000320193-19-000119,http://api.polygon.io/v1/reference/sec/filings/0000320193-19-000119/files/a10-k20199282019_htm.xml,46236000000.0,0,158713000000.0,338516000000.0,175697000000.0,90488000000.0,162819000000.0,4106000000.0,37378000000.0,248028000000.0,338516000000.0,90488000000.0,,142310000000.0,138319000000.0,,105718000000.0,59482000000.0,45896000000.0,24311000000.0,69391000000.0,-90976000000.0,69391000000.0,-90976000000.0,45896000000.0,24311000000.0,194437000000.0,55256000000.0,0,34462000000.0,11.89,55256000000.0,63930000000.0,55256000000.0,16217000000.0,194437000000.0,4617834000.0,98392000000.0,0,4648913000.0,55256000000.0,161782000000.0,1807000000.0,0,65737000000.0,10481000000.0,11.97,18245000000.0,260174000000.0,3576000000.0,-340000000.0,,,,,
26,2019-03-31,2019-06-29,quarterly,Q3,2019,0000320193,3571,['AAPL'],APPLE INC,2019-07-31,,https://api.polygon.io/v1/reference/sec/filings/0000320193-19-000076,http://api.polygon.io/v1/reference/sec/filings/0000320193-19-000076/files/a10-qq320196292019_htm.xml,29115000000.0,0,131618000000.0,322239000000.0,187266000000.0,96456000000.0,134973000000.0,3355000000.0,37636000000.0,225783000000.0,322239000000.0,96456000000.0,,136079000000.0,149630000000.0,,89704000000.0,60589000000.0,27502000000.0,12334000000.0,11636000000.0,-26804000000.0,11636000000.0,-26804000000.0,27502000000.0,12334000000.0,0.0,10044000000.0,0,8683000000.0,2.18,10044000000.0,11544000000.0,10044000000.0,4257000000.0,0.0,4570633000.0,20227000000.0,0,4601380000.0,10044000000.0,33582000000.0,367000000.0,0,11911000000.0,1867000000.0,2.2,4426000000.0,53809000000.0,866000000.0,86000000.0,,,,,
27,2018-12-30,2019-03-30,quarterly,Q2,2019,0000320193,3571,['AAPL'],APPLE INC,2019-05-01,,https://api.polygon.io/v1/reference/sec/filings/0000320193-19-000066,http://api.polygon.io/v1/reference/sec/filings/0000320193-19-000066/files/a10-qq220193302019_htm.xml,30443000000.0,0,118462000000.0,341998000000.0,218652000000.0,105860000000.0,123346000000.0,4884000000.0,38746000000.0,236138000000.0,341998000000.0,105860000000.0,,142366000000.0,179906000000.0,,93772000000.0,63329000000.0,13348000000.0,-4954000000.0,11155000000.0,-29457000000.0,11155000000.0,-29457000000.0,13348000000.0,-4954000000.0,0.0,11561000000.0,0,8406000000.0,2.46,11561000000.0,13415000000.0,11561000000.0,3948000000.0,0.0,4674071000.0,21821000000.0,0,4700646000.0,11561000000.0,36194000000.0,378000000.0,0,13793000000.0,2232000000.0,2.47,4458000000.0,58015000000.0,1010000000.0,-177000000.0,,,,,
28,2018-09-30,2018-12-29,quarterly,Q1,2019,0000320193,3571,['AAPL'],APPLE INC,2019-01-30,,https://api.polygon.io/v1/reference/sec/filings/0000320193-19-000010,http://api.polygon.io/v1/reference/sec/filings/0000320193-19-000010/files/aapl-20181229.xml,44293000000.0,0,135840000000.0,373719000000.0,232891000000.0,117892000000.0,140828000000.0,4988000000.0,39597000000.0,255827000000.0,373719000000.0,117892000000.0,,147544000000.0,193294000000.0,,108283000000.0,63990000000.0,5844000000.0,18858000000.0,26690000000.0,-13676000000.0,26690000000.0,-13676000000.0,5844000000.0,18858000000.0,0.0,19965000000.0,0,8685000000.0,4.18,19965000000.0,23346000000.0,19965000000.0,3902000000.0,0.0,4735820000.0,32031000000.0,0,4773252000.0,19965000000.0,52279000000.0,560000000.0,0,23906000000.0,3941000000.0,4.22,4783000000.0,84310000000.0,890000000.0,53000000.0,,,,,
29,2018-07-01,2018-09-29,quarterly,Q4,2018,0000320193,3571,['AAPL'],APPLE INC,,,,,55888000000.0,0,127383000000.0,365725000000.0,234386000000.0,107147000000.0,131339000000.0,3956000000.0,41304000000.0,258578000000.0,365725000000.0,107147000000.0,,141712000000.0,193082000000.0,,116866000000.0,60978000000.0,-3001000000.0,-6058000000.0,19523000000.0,-22580000000.0,19523000000.0,-22580000000.0,-3001000000.0,-6058000000.0,0.0,14125000000.0,0,7966000000.0,2.91,14125000000.0,16118000000.0,14125000000.0,3750000000.0,0.0,-51263000.0,24084000000.0,0,-50854000.0,14125000000.0,38816000000.0,303000000.0,0,62900000000.0,2296000000.0,2.94,4216000000.0,62900000000.0,868000000.0,519000000.0,,,,,
30,2017-10-01,2018-09-29,annual,FY,2018,0000320193,3571,['AAPL'],APPLE INC,2018-11-05,,https://api.polygon.io/v1/reference/sec/filings/0000320193-18-000145,http://api.polygon.io/v1/reference/sec/filings/0000320193-18-000145/files/aapl-20180929.xml,55888000000.0,0,127383000000.0,365725000000.0,234386000000.0,107147000000.0,131339000000.0,3956000000.0,41304000000.0,258578000000.0,365725000000.0,107147000000.0,,141712000000.0,193082000000.0,,116866000000.0,60978000000.0,16066000000.0,5624000000.0,77434000000.0,-87876000000.0,77434000000.0,-87876000000.0,16066000000.0,5624000000.0,192692000000.0,59531000000.0,0,30941000000.0,11.91,59531000000.0,70898000000.0,59531000000.0,14236000000.0,192692000000.0,4955377000.0,101839000000.0,0,5000109000.0,59531000000.0,163756000000.0,2005000000.0,0,72903000000.0,13372000000.0,12.01,16705000000.0,265595000000.0,3240000000.0,-32590000000.0,,,,,
31,2018-04-01,2018-06-30,quarterly,Q3,2018,0000320193,3571,['AAPL'],APPLE INC,2018-08-01,,https://api.polygon.io/v1/reference/sec/filings/0000320193-18-000100,http://api.polygon.io/v1/reference/sec/filings/0000320193-18-000100/files/aapl-20180630.xml,38489000000.0,0,109825000000.0,349197000000.0,233436000000.0,114949000000.0,115761000000.0,5936000000.0,38117000000.0,234248000000.0,349197000000.0,114949000000.0,,145700000000.0,195319000000.0,,88548000000.0,50059000000.0,3947000000.0,-13088000000.0,14488000000.0,-31523000000.0,14488000000.0,-31523000000.0,3947000000.0,-13088000000.0,0.0,11519000000.0,0,7809000000.0,2.34,11519000000.0,12612000000.0,11519000000.0,3701000000.0,0.0,4882167000.0,20421000000.0,0,4926609000.0,11519000000.0,32844000000.0,672000000.0,0,13284000000.0,1765000000.0,2.36,4108000000.0,53265000000.0,846000000.0,1126000000.0,,,,,
32,2017-12-31,2018-03-31,quarterly,Q2,2018,0000320193,3571,['AAPL'],APPLE INC,2018-05-02,,https://api.polygon.io/v1/reference/sec/filings/0000320193-18-000070,http://api.polygon.io/v1/reference/sec/filings/0000320193-18-000070/files/aapl-20180331.xml,34311000000.0,0,122391000000.0,367502000000.0,237449000000.0,126878000000.0,130053000000.0,7662000000.0,35077000000.0,240624000000.0,367502000000.0,126878000000.0,,151304000000.0,202372000000.0,,89320000000.0,55009000000.0,28710000000.0,17568000000.0,15130000000.0,-26272000000.0,15130000000.0,-26272000000.0,28710000000.0,17568000000.0,0.0,13822000000.0,0,7528000000.0,2.73,13822000000.0,15894000000.0,13822000000.0,3378000000.0,0.0,5024877000.0,23422000000.0,0,5068493000.0,13822000000.0,37715000000.0,274000000.0,0,16168000000.0,2346000000.0,2.75,4150000000.0,61137000000.0,792000000.0,-498000000.0,,,,,
33,2017-10-01,2017-12-30,quarterly,Q1,2018,0000320193,3571,['AAPL'],APPLE INC,2018-02-02,,https://api.polygon.io/v1/reference/sec/filings/0000320193-18-000007,http://api.polygon.io/v1/reference/sec/filings/0000320193-18-000007/files/aapl-20171230.xml,62985000000.0,0,139389000000.0,406794000000.0,262984000000.0,140199000000.0,143810000000.0,4421000000.0,33679000000.0,266595000000.0,406794000000.0,140199000000.0,,150807000000.0,227156000000.0,,115788000000.0,52803000000.0,-13590000000.0,7202000000.0,28293000000.0,-7501000000.0,28293000000.0,-7501000000.0,-13590000000.0,7202000000.0,0.0,20065000000.0,0,7638000000.0,3.89,20065000000.0,26274000000.0,20065000000.0,3407000000.0,0.0,5112877000.0,33912000000.0,0,5157787000.0,20065000000.0,54381000000.0,756000000.0,0,27030000000.0,6965000000.0,3.92,4231000000.0,88293000000.0,734000000.0,-33737000000.0,2149000000.0,,,,
34,2017-07-02,2017-09-30,quarterly,Q4,2017,0000320193,3571,['AAPL'],APPLE INC,,,,,49049000000.0,0,123790000000.0,375319000000.0,246674000000.0,134047000000.0,128645000000.0,4855000000.0,33783000000.0,241272000000.0,375319000000.0,134047000000.0,,140458000000.0,210593000000.0,,100814000000.0,51765000000.0,-9942000000.0,1718000000.0,15656000000.0,-3996000000.0,15656000000.0,-3996000000.0,-9942000000.0,1718000000.0,0.0,10714000000.0,0,6811000000.0,2.07,10714000000.0,13120000000.0,10714000000.0,2997000000.0,0.0,-22605000.0,19931000000.0,0,-22702000.0,10714000000.0,32648000000.0,797000000.0,0,52579000000.0,3203000000.0,2.08,3814000000.0,52579000000.0,666000000.0,1202000000.0,2298000000.0,,,,
35,2016-09-25,2017-09-30,annual,FY,2017,0000320193,3571,['AAPL'],APPLE INC,2017-11-03,,https://api.polygon.io/v1/reference/sec/filings/0000320193-17-000070,http://api.polygon.io/v1/reference/sec/filings/0000320193-17-000070/files/aapl-20170930.xml,49049000000.0,0,123790000000.0,375319000000.0,246674000000.0,134047000000.0,128645000000.0,4855000000.0,33783000000.0,241272000000.0,375319000000.0,134047000000.0,,140458000000.0,210593000000.0,,100814000000.0,51765000000.0,-46446000000.0,-195000000.0,63598000000.0,-17347000000.0,63598000000.0,-17347000000.0,-46446000000.0,-195000000.0,165145000000.0,48351000000.0,0,26842000000.0,9.21,48351000000.0,61344000000.0,48351000000.0,11581000000.0,165145000000.0,5217242000.0,88186000000.0,0,5251692000.0,48351000000.0,141048000000.0,2745000000.0,0,64089000000.0,15738000000.0,9.27,15261000000.0,229234000000.0,2323000000.0,5966000000.0,2298000000.0,,,,
36,2017-04-02,2017-07-01,quarterly,Q3,2017,0000320193,3571,['AAPL'],APPLE INC,2017-08-02,,https://api.polygon.io/v1/reference/sec/filings/0000320193-17-000009,http://api.polygon.io/v1/reference/sec/filings/0000320193-17-000009/files/aapl-20170701.xml,31915000000.0,0,109729000000.0,345173000000.0,232298000000.0,132425000000.0,112875000000.0,3146000000.0,29286000000.0,212748000000.0,345173000000.0,132425000000.0,,131446000000.0,200568000000.0,,81302000000.0,49387000000.0,-3180000000.0,3414000000.0,8363000000.0,-1769000000.0,8363000000.0,-1769000000.0,-3180000000.0,3414000000.0,0.0,8717000000.0,0,6720000000.0,1.67,8717000000.0,10768000000.0,8717000000.0,2937000000.0,0.0,5195088000.0,17488000000.0,0,5233499000.0,8717000000.0,27920000000.0,540000000.0,0,11308000000.0,2591000000.0,1.68,3783000000.0,45408000000.0,602000000.0,1942000000.0,2444000000.0,,,,
37,2017-01-01,2017-04-01,quarterly,Q2,2017,0000320193,3571,['AAPL'],APPLE INC,2017-05-03,,https://api.polygon.io/v1/reference/sec/filings/0001628280-17-004790,http://api.polygon.io/v1/reference/sec/filings/0001628280-17-004790/files/aapl-20170401.xml,28573000000.0,0,99080000000.0,334532000000.0,232542000000.0,134082000000.0,101990000000.0,2910000000.0,27163000000.0,200450000000.0,334532000000.0,134082000000.0,,127108000000.0,202762000000.0,,73342000000.0,44769000000.0,-14202000000.0,-1214000000.0,12523000000.0,465000000.0,12523000000.0,465000000.0,-14202000000.0,-1214000000.0,0.0,11029000000.0,0,6494000000.0,2.1,11029000000.0,14097000000.0,11029000000.0,2776000000.0,0.0,5225791000.0,20591000000.0,0,5261688000.0,11029000000.0,32305000000.0,587000000.0,0,14684000000.0,3655000000.0,2.11,3718000000.0,52896000000.0,530000000.0,1370000000.0,2617000000.0,,,,
38,2016-09-25,2016-12-31,quarterly,Q1,2017,0000320193,3571,['AAPL'],APPLE INC,2017-02-01,,https://api.polygon.io/v1/reference/sec/filings/0001628280-17-000717,http://api.polygon.io/v1/reference/sec/filings/0001628280-17-000717/files/aapl-20161231.xml,38510000000.0,0,100620000000.0,331141000000.0,227809000000.0,132390000000.0,103332000000.0,2712000000.0,26510000000.0,198751000000.0,331141000000.0,132390000000.0,,114621000000.0,198451000000.0,,84130000000.0,45620000000.0,-19122000000.0,-4113000000.0,27056000000.0,-12047000000.0,27056000000.0,-12047000000.0,-19122000000.0,-4113000000.0,0.0,17891000000.0,0,6817000000.0,3.36,17891000000.0,23359000000.0,17891000000.0,2871000000.0,0.0,5298661000.0,30176000000.0,0,5327995000.0,17891000000.0,48175000000.0,821000000.0,0,24180000000.0,6289000000.0,3.38,3946000000.0,78351000000.0,525000000.0,1452000000.0,2848000000.0,,,,
39,2016-06-26,2016-09-24,quarterly,Q4,2016,0000320193,3571,['AAPL'],APPLE INC,,,,,37294000000.0,0,104737000000.0,321686000000.0,214817000000.0,128249000000.0,106869000000.0,2132000000.0,27010000000.0,193437000000.0,321686000000.0,128249000000.0,,114431000000.0,184601000000.0,,79006000000.0,41712000000.0,-7397000000.0,2247000000.0,16126000000.0,-6482000000.0,16126000000.0,-6482000000.0,-7397000000.0,2247000000.0,0.0,9014000000.0,0,6052000000.0,1.67,9014000000.0,11761000000.0,9014000000.0,2570000000.0,0.0,-34636000.0,17813000000.0,0,-35650000.0,9014000000.0,29039000000.0,427000000.0,0,46852000000.0,3174000000.0,1.68,3482000000.0,46852000000.0,450000000.0,-253000000.0,3206000000.0,,,,
40,2015-09-27,2016-09-24,annual,FY,2016,0000320193,3571,['AAPL'],APPLE INC,2016-10-26,,https://api.polygon.io/v1/reference/sec/filings/0001628280-16-020309,http://api.polygon.io/v1/reference/sec/filings/0001628280-16-020309/files/aapl-20160924.xml,37294000000.0,0,104737000000.0,321686000000.0,214817000000.0,128249000000.0,106869000000.0,2132000000.0,27010000000.0,193437000000.0,321686000000.0,128249000000.0,,114431000000.0,184601000000.0,,79006000000.0,41712000000.0,-45977000000.0,-636000000.0,65824000000.0,-20483000000.0,65824000000.0,-20483000000.0,-45977000000.0,-636000000.0,154267000000.0,45687000000.0,0,24239000000.0,8.31,45687000000.0,60024000000.0,45687000000.0,10045000000.0,154267000000.0,5470820000.0,84263000000.0,0,5500281000.0,45687000000.0,131376000000.0,1348000000.0,0,61372000000.0,15685000000.0,8.35,14194000000.0,215639000000.0,1456000000.0,4938000000.0,3206000000.0,8300000000.0,,,
41,2016-03-27,2016-06-25,quarterly,Q3,2016,0000320193,3571,['AAPL'],APPLE INC,2016-07-27,,https://api.polygon.io/v1/reference/sec/filings/0001628280-16-017809,http://api.polygon.io/v1/reference/sec/filings/0001628280-16-017809/files/aapl-20160625.xml,26318000000.0,0,91930000000.0,305602000000.0,211841000000.0,126541000000.0,93761000000.0,1831000000.0,25448000000.0,179061000000.0,305602000000.0,126541000000.0,,107575000000.0,182887000000.0,,71486000000.0,45168000000.0,-4470000000.0,-3277000000.0,10634000000.0,-9441000000.0,10634000000.0,-9441000000.0,-4470000000.0,-3277000000.0,0.0,7796000000.0,0,6001000000.0,1.42,7796000000.0,10105000000.0,7796000000.0,2560000000.0,0.0,5443058000.0,16106000000.0,0,5472781000.0,7796000000.0,26252000000.0,364000000.0,0,10469000000.0,2673000000.0,1.43,3441000000.0,42358000000.0,409000000.0,2099000000.0,3506000000.0,,,,
42,2015-12-27,2016-03-26,quarterly,Q2,2016,0000320193,3571,['AAPL'],APPLE INC,2016-04-27,,https://api.polygon.io/v1/reference/sec/filings/0001193125-16-559625,http://api.polygon.io/v1/reference/sec/filings/0001193125-16-559625/files/aapl-20160326.xml,25098000000.0,0,85311000000.0,305277000000.0,217685000000.0,130457000000.0,87592000000.0,2281000000.0,23203000000.0,174820000000.0,305277000000.0,130457000000.0,,106555000000.0,190639000000.0,,68265000000.0,43167000000.0,-13660000000.0,4825000000.0,11601000000.0,6884000000.0,11601000000.0,6884000000.0,-13660000000.0,4825000000.0,0.0,10516000000.0,0,5934000000.0,1.9,10516000000.0,13987000000.0,10516000000.0,2511000000.0,0.0,5514381000.0,19921000000.0,0,5540886000.0,10516000000.0,30636000000.0,155000000.0,0,14142000000.0,3626000000.0,1.91,3423000000.0,50557000000.0,321000000.0,1500000000.0,3843000000.0,,,,
43,2015-09-27,2015-12-26,quarterly,Q1,2016,0000320193,3571,['AAPL'],APPLE INC,2016-01-27,,https://api.polygon.io/v1/reference/sec/filings/0001193125-16-439878,http://api.polygon.io/v1/reference/sec/filings/0001193125-16-439878/files/aapl-20151226.xml,33312000000.0,0,73768000000.0,293284000000.0,217065000000.0,128267000000.0,76219000000.0,2451000000.0,22300000000.0,165017000000.0,293284000000.0,128267000000.0,,88925000000.0,190841000000.0,,76092000000.0,42780000000.0,-20450000000.0,-4431000000.0,27463000000.0,-11444000000.0,27463000000.0,-11444000000.0,-20450000000.0,-4431000000.0,0.0,18361000000.0,0,6252000000.0,3.28,18361000000.0,24171000000.0,18361000000.0,2404000000.0,0.0,5558930000.0,30423000000.0,0,5594127000.0,18361000000.0,45449000000.0,402000000.0,0,24573000000.0,6212000000.0,3.3,3848000000.0,75872000000.0,276000000.0,1592000000.0,3924000000.0,,,,
44,2015-06-28,2015-09-26,quarterly,Q4,2015,0000320193,3571,['AAPL'],APPLE INC,,,,,35490000000.0,0,87029000000.0,290479000000.0,201101000000.0,119355000000.0,89378000000.0,2349000000.0,22471000000.0,171124000000.0,290479000000.0,119355000000.0,,90514000000.0,174737000000.0,,80610000000.0,45120000000.0,-1375000000.0,5801000000.0,13475000000.0,-6299000000.0,13475000000.0,-6299000000.0,-1375000000.0,5801000000.0,0.0,11124000000.0,0,5925000000.0,1.96,11124000000.0,14623000000.0,11124000000.0,2220000000.0,0.0,-35501000.0,20548000000.0,0,-36851000.0,11124000000.0,30953000000.0,439000000.0,0,51501000000.0,3938000000.0,1.97,3705000000.0,51501000000.0,238000000.0,-1438000000.0,3893000000.0,,,,
45,2014-09-28,2015-09-26,annual,FY,2015,0000320193,3571,['AAPL'],APPLE INC,2015-10-28,,https://api.polygon.io/v1/reference/sec/filings/0001193125-15-356351,http://api.polygon.io/v1/reference/sec/filings/0001193125-15-356351/files/aapl-20150926.xml,35490000000.0,0,87029000000.0,290479000000.0,201101000000.0,119355000000.0,89378000000.0,2349000000.0,22471000000.0,171124000000.0,290479000000.0,119355000000.0,,90514000000.0,174737000000.0,,80610000000.0,45120000000.0,-56274000000.0,7276000000.0,81266000000.0,-17716000000.0,81266000000.0,-17716000000.0,-56274000000.0,7276000000.0,161200000000.0,53394000000.0,0,22396000000.0,9.22,53394000000.0,71230000000.0,53394000000.0,8067000000.0,161200000000.0,5753421000.0,93626000000.0,0,5793069000.0,53394000000.0,140089000000.0,1285000000.0,0,72515000000.0,19121000000.0,9.28,14329000000.0,233715000000.0,733000000.0,1382000000.0,3893000000.0,9200000000.0,,,
46,2015-03-29,2015-06-27,quarterly,Q3,2015,0000320193,3571,['AAPL'],APPLE INC,2015-07-22,,https://api.polygon.io/v1/reference/sec/filings/0001193125-15-259935,http://api.polygon.io/v1/reference/sec/filings/0001193125-15-259935/files/aapl-20150627.xml,26474000000.0,0,68911000000.0,273151000000.0,202198000000.0,125677000000.0,70953000000.0,2042000000.0,21149000000.0,147474000000.0,273151000000.0,125677000000.0,,82189000000.0,177270000000.0,,65285000000.0,37260000000.0,-11403000000.0,830000000.0,14988000000.0,-2755000000.0,14988000000.0,-2755000000.0,-11403000000.0,830000000.0,0.0,10677000000.0,0,5598000000.0,1.85,10677000000.0,14083000000.0,10677000000.0,2034000000.0,0.0,5729886000.0,19681000000.0,0,5773099000.0,10677000000.0,29924000000.0,390000000.0,0,14473000000.0,3796000000.0,1.86,3564000000.0,49605000000.0,201000000.0,941000000.0,3779000000.0,,1551000000.0,,
47,2014-12-28,2015-03-28,quarterly,Q2,2015,0000320193,3571,['AAPL'],APPLE INC,2015-04-28,,https://api.polygon.io/v1/reference/sec/filings/0001193125-15-153166,http://api.polygon.io/v1/reference/sec/filings/0001193125-15-153166/files/aapl-20150328.xml,23159000000.0,0,65495000000.0,261194000000.0,193303000000.0,129006000000.0,67891000000.0,2396000000.0,20151000000.0,132188000000.0,261194000000.0,129006000000.0,40072000000.0,73459000000.0,169091000000.0,33387000000.0,58729000000.0,34316000000.0,-22331000000.0,-4989000000.0,19081000000.0,-1739000000.0,19081000000.0,-1739000000.0,-22331000000.0,-4989000000.0,0.0,13569000000.0,0,5378000000.0,2.33,13569000000.0,18278000000.0,13569000000.0,1918000000.0,0.0,5793799000.0,23656000000.0,0,5834858000.0,13569000000.0,34354000000.0,286000000.0,0,18564000000.0,4995000000.0,2.34,3460000000.0,58010000000.0,163000000.0,-318000000.0,4061000000.0,,1254000000.0,,
48,2014-09-28,2014-12-27,quarterly,Q1,2015,0000320193,3571,['AAPL'],APPLE INC,2015-01-28,,https://api.polygon.io/v1/reference/sec/filings/0001193125-15-023697,http://api.polygon.io/v1/reference/sec/filings/0001193125-15-023697/files/aapl-20141227.xml,38001000000.0,0,81120000000.0,261894000000.0,178491000000.0,123328000000.0,83403000000.0,2283000000.0,20392000000.0,138566000000.0,261894000000.0,123328000000.0,32504000000.0,64955000000.0,153729000000.0,32451000000.0,73611000000.0,34294000000.0,-21165000000.0,5634000000.0,33722000000.0,-6923000000.0,33722000000.0,-6923000000.0,-21165000000.0,5634000000.0,0.0,18024000000.0,0,5495000000.0,3.06,18024000000.0,24246000000.0,18024000000.0,1895000000.0,0.0,5843082000.0,29741000000.0,0,5881803000.0,18024000000.0,44858000000.0,170000000.0,0,24416000000.0,6392000000.0,3.08,3600000000.0,74599000000.0,131000000.0,2197000000.0,4370000000.0,,1316000000.0,,
